,timestamp,product_id,estimated_stock_pct,quantity,temperature,category,unit_price
0,2022-03-01 09:00:00,00e120bb-89d6-4df5-bc48-a051148e3d03,0.89,3.0,-0.028849840255591022,kitchen,11.19
1,2022-03-01 09:00:00,01f3cdd9-8e9e-4dff-9b5c-69698a0388d0,0.14,3.0,-0.028849840255591022,vegetables,1.49
2,2022-03-01 09:00:00,01ff0803-ae73-4234-971d-5713c97b7f4b,0.67,3.2125855885229866,-0.028849840255591022,baby products,14.19
3,2022-03-01 09:00:00,0363eb21-8c74-47e1-a216-c37e565e5ceb,0.82,3.2125855885229866,-0.028849840255591022,beverages,20.19
4,2022-03-01 09:00:00,03f0b20e-3b5b-444f-bc39-cdfa2523d4bc,0.05,3.2125855885229866,-0.028849840255591022,pets,8.19
5,2022-03-01 09:00:00,0998699f-2fec-454e-b8b0-4f701947fef6,0.1,3.2125855885229866,-0.028849840255591022,beverages,15.99
6,2022-03-01 09:00:00,0cb046e3-a86b-47ae-9751-3b0f9c596f99,0.83,3.2125855885229866,-0.028849840255591022,pets,11.19
7,2022-03-01 09:00:00,0cc2986e-934c-447e-8f7b-a57b2ceb8693,0.67,3.2125855885229866,-0.028849840255591022,meat,16.19
8,2022-03-01 09:00:00,0ddc2379-adba-4fb0-aa97-19fcafc738a1,0.35,3.0,-0.028849840255591022,fruit,3.99
9,2022-03-01 09:00:00,0ec3890d-f4be-48a4-9358-291b3da7f578,0.9199999999999999,3.2125855885229866,-0.028849840255591022,spices and herbs,4.99
10,2022-03-01 09:00:00,0f80f0b5-2488-46e1-a8b7-8bb24be25a40,0.35,3.2125855885229866,-0.028849840255591022,frozen,13.19
11,2022-03-01 09:00:00,100ab1ec-39f5-41bd-984f-485039575827,0.17333333333333334,3.2125855885229866,-0.028849840255591022,medicine,19.99
12,2022-03-01 09:00:00,107cb949-f28d-4a4d-969b-05d17f0f53a8,0.335,3.2125855885229866,-0.028849840255591022,medicine,20.49
13,2022-03-01 09:00:00,146d5e4d-992a-4db7-904d-b8af359b80a7,0.48,1.0,-0.028849840255591022,baking,8.19
14,2022-03-01 09:00:00,14736243-d346-438f-9535-d80fcb9f3882,0.67,6.0,-0.028849840255591022,fruit,1.49
15,2022-03-01 09:00:00,1648aa68-761e-439c-88d0-9e4163103fef,0.92,3.2125855885229866,-0.028849840255591022,personal care,16.99
16,2022-03-01 09:00:00,1862b01f-6852-447c-9c36-5e50f1def7ab,0.345,3.2125855885229866,-0.028849840255591022,pets,8.49
17,2022-03-01 09:00:00,19ab62ef-c7aa-4035-a0fc-7c7d64721cda,0.76,3.2125855885229866,-0.028849840255591022,kitchen,18.19
18,2022-03-01 09:00:00,1af1cbf1-e439-4cb4-937f-be983d8ffd29,0.735,3.2125855885229866,-0.028849840255591022,cleaning products,16.49
19,2022-03-01 09:00:00,1c459fbc-e9b9-43a3-91ef-e4f2d733ea4b,0.17,3.2125855885229866,-0.028849840255591022,beverages,16.19
20,2022-03-01 09:00:00,1cf0b205-85d0-4f17-86e7-5f4a3b309f5e,0.88,3.0,-0.028849840255591022,dairy,8.19
21,2022-03-01 09:00:00,1dbe2caf-d1ed-486d-be49-13697c170a30,0.5,3.0,-0.028849840255591022,kitchen,18.49
22,2022-03-01 09:00:00,212740e6-e5ff-4aeb-9924-bccc96ba0ab1,0.71,3.2125855885229866,-0.028849840255591022,spices and herbs,3.49
23,2022-03-01 09:00:00,21a3dbd8-8da7-4c22-ac53-08945fcb7cc6,0.84,3.2125855885229866,-0.028849840255591022,baking,8.19
